City,Country,Latitude,Longitude,Date,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Cloudiness,Max Temp,Wind Speed,Lat,Lng,Humidity
Big Spring,US,,,1563683678,,,,,75.0,88.0,16.11,32.25,-101.48,31.0
Sunrise Manor,US,,,1563683767,,,,,1.0,96.8,8.05,36.21,-115.07,10.0
Hambantota,LK,,,1563683775,,,,,90.0,87.8,14.99,6.12,81.12,70.0
The Pas,CA,,,1563683776,,,,,40.0,59.0,4.38,53.82,-101.24,82.0
Hanover,DE,,,1563683778,,,,,20.0,63.0,6.93,52.37,9.74,93.0
Ostrovnoy,RU,,,1563683779,,,,,0.0,56.3,3.44,68.05,39.51,58.0
Waipawa,NZ,,,1563683780,,,,,46.0,42.8,1.57,-39.94,176.59,91.0
Katsuura,JP,,,1563683780,,,,,75.0,82.0,9.17,33.93,134.5,88.0
Saint George,GR,,,1563683781,,,,,0.0,72.0,3.36,39.45,22.34,64.0
Suntar,RU,,,1563683781,,,,,0.0,73.4,7.96,62.16,117.65,34.0
Borgarnes,IS,,,1563683781,,,,,0.0,55.99,2.24,64.54,-21.92,76.0
Sarakhs,TM,,,1563683783,,,,,0.0,93.2,36.91,36.54,61.16,46.0
Kaffrine,SN,,,1563683784,,,,,75.0,80.6,9.17,14.1,-15.55,74.0
Kachug,RU,,,1563683786,,,,,34.0,82.04,1.41,53.96,105.89,36.0
Tabas,IR,,,1563683786,,,,,0.0,102.2,2.24,33.6,56.92,16.0
Saiha,IN,,,1563683787,,,,,64.0,89.06,0.56,22.49,92.98,72.0
Biak,ID,,,1563683787,,,,,90.0,69.8,5.35,-0.91,122.88,80.0
Rio Brilhante,BR,,,1563683788,,,,,24.0,66.56,8.05,-21.8,-54.54,62.0
Kirakira,SB,,,1563683788,,,,,64.0,79.16,17.85,-10.46,161.92,81.0
Teguise,ES,,,1563683788,,,,,75.0,71.6,14.99,29.06,-13.56,78.0
Nishihara,JP,,,1563683789,,,,,75.0,84.99,8.05,35.74,139.53,78.0
Paamiut,GL,,,1563683789,,,,,86.0,41.72,11.95,61.99,-49.67,94.0
Formosa,BR,,,1563683791,,,,,0.0,55.4,7.31,-15.55,-47.33,66.0
Banamba,ML,,,1563683792,,,,,52.0,76.28,8.84,13.55,-7.45,77.0
Anito,PH,,,1563683793,,,,,88.0,90.32,5.35,12.45,125.29,57.0
Port Shepstone,ZA,,,1563683793,,,,,14.0,45.86,9.4,-30.74,30.45,52.0
Valparaiso,US,,,1563683662,,,,,1.0,80.01,7.65,41.47,-87.06,83.0
Bilma,NE,,,1563683796,,,,,17.0,88.16,9.86,18.69,12.92,38.0
Leningradskiy,RU,,,1563683796,,,,,95.0,36.86,7.23,69.38,178.42,94.0
Kahului,US,,,1563683799,,,,,40.0,82.4,16.11,20.89,-156.47,69.0
Ottawa,CA,,,1563683535,,,,,40.0,79.0,5.82,45.42,-75.69,78.0
Aginskoye,RU,,,1563683800,,,,,100.0,54.0,10.11,51.11,114.54,83.0
Mana,NG,,,1563683800,,,,,32.0,78.08,9.98,13.03,5.27,65.0
Coquimbo,CL,,,1563683800,,,,,100.0,51.8,4.7,-29.95,-71.34,87.0
Ulaangom,MN,,,1563683766,,,,,10.0,75.92,7.56,49.98,92.07,33.0
Comodoro Rivadavia,AR,,,1563683801,,,,,0.0,39.2,8.05,-45.87,-67.48,69.0
Balakhninskiy,RU,,,1563683801,,,,,76.0,71.24,9.17,58.01,114.28,37.0
Teyateyaneng,LS,,,1563683801,,,,,5.0,30.02,2.68,-29.15,27.74,54.0
Buenos Aires,AR,,,1563683581,,,,,0.0,69.01,3.36,-34.61,-58.44,88.0
Augusto Correa,BR,,,1563683820,,,,,1.0,70.7,2.82,-1.02,-46.63,98.0
Mogadishu,SO,,,1563683821,,,,,40.0,78.8,14.99,2.04,45.34,69.0
Voh,NC,,,1563683821,,,,,0.0,68.9,26.4,-20.95,164.69,69.0
Clarence Town,AU,,,1563683825,,,,,0.0,73.4,13.87,-32.59,151.78,31.0
Auray,FR,,,1563683826,,,,,40.0,61.0,2.24,47.67,-2.99,93.0
Dandong,CN,,,1563683827,,,,,92.0,84.74,1.5,40.12,124.37,71.0
Balkhash,KZ,,,1563683829,,,,,0.0,80.6,6.71,46.84,74.98,36.0
Klyuchi,RU,,,1563683829,,,,,16.0,79.7,10.13,52.25,79.17,35.0
Kulhudhuffushi,MV,,,1563683833,,,,,100.0,83.48,20.92,6.62,73.07,76.0
Kimbe,PG,,,1563683836,,,,,100.0,80.6,3.47,-5.56,150.15,88.0
Crispiano,IT,,,1563683838,,,,,0.0,73.99,4.7,40.61,17.23,82.0
Kodiak,US,,,1563683838,,,,,90.0,87.01,13.87,39.95,-94.76,69.0
Bundaberg,AU,,,1563683838,,,,,40.0,73.99,14.99,-24.87,152.35,46.0
Saryozek,KZ,,,1563683839,,,,,2.0,89.42,14.09,44.36,77.98,17.0
Svecha,RU,,,1563683840,,,,,49.0,61.88,6.42,58.28,47.52,84.0
Kaspiyskiy,RU,,,1563683841,,,,,92.0,86.54,11.03,45.39,47.37,36.0
Nouakchott,MR,,,1563683844,,,,,0.0,78.8,6.93,18.08,-15.98,74.0
Sept-Iles,CA,,,1563683799,,,,,20.0,60.01,4.7,50.2,-66.38,93.0
Natchitoches,US,,,1563683679,,,,,1.0,80.6,4.7,31.76,-93.09,88.0
Kendari,ID,,,1563683845,,,,,63.0,83.12,7.27,-3.99,122.52,61.0
Byron Bay,AU,,,1563683845,,,,,0.0,73.4,10.29,-28.65,153.62,49.0
Newport,GB,,,1563683846,,,,,75.0,61.0,5.82,51.59,-3.0,93.0
Nortelandia,BR,,,1563683846,,,,,78.0,68.9,5.79,-14.45,-56.8,54.0
Moron,HT,,,1563683847,,,,,0.0,80.06,4.76,18.56,-74.26,80.0
Acapulco,MX,,,1563683848,,,,,75.0,86.0,10.29,16.86,-99.88,74.0
Loandjili,CG,,,1563683849,,,,,20.0,68.0,3.36,-4.77,11.87,100.0
Penarroya-Pueblonuevo,ES,,,1563683850,,,,,0.0,73.4,3.36,38.3,-5.27,60.0
Huasahuasi,PE,,,1563683850,,,,,72.0,36.14,3.58,-11.27,-75.65,79.0
Faanui,PF,,,1563683851,,,,,21.0,77.0,19.1,-16.48,-151.75,79.0
Banjar,ID,,,1563683851,,,,,99.0,76.82,5.35,-7.37,108.54,82.0
Mahur,IN,,,1563683856,,,,,66.0,88.88,3.11,25.18,93.12,74.0
Dunedin,NZ,,,1563683861,,,,,100.0,46.99,11.65,-45.87,170.5,99.0
Harper,US,,,1563683861,,,,,1.0,82.4,6.93,30.3,-99.24,47.0
Oktyabrskoye,RU,,,1563683861,,,,,75.0,61.0,4.47,56.73,85.44,67.0
Baghdad,IQ,,,1563683862,,,,,0.0,91.4,13.87,33.3,44.38,31.0
San Cosme y Damian,PY,,,1563683862,,,,,0.0,71.6,10.29,-27.32,-56.35,64.0
Shingu,JP,,,1563683864,,,,,75.0,82.4,12.75,33.72,135.99,88.0
Debre Sina,ET,,,1563683864,,,,,84.0,62.78,2.26,9.85,39.76,64.0
Ponta Delgada,PT,,,1563683865,,,,,20.0,69.8,10.29,37.73,-25.67,88.0
Port Hedland,AU,,,1563683865,,,,,0.0,78.8,14.99,-20.31,118.58,21.0
Havelock,US,,,1563683865,,,,,1.0,82.99,9.17,34.88,-76.9,74.0
Yar-Sale,RU,,,1563683865,,,,,37.0,75.56,2.84,66.83,70.83,48.0
Gordeyevka,RU,,,1563683866,,,,,0.0,68.0,1.7,52.96,31.97,72.0
Sosva,RU,,,1563683866,,,,,89.0,73.76,3.67,59.17,61.86,68.0
Ostrogozhsk,RU,,,1563683866,,,,,0.0,71.24,5.86,50.86,39.08,67.0
Cocobeach,GA,,,1563683880,,,,,40.0,77.0,5.82,1.01,9.58,88.0
San Nicolas,PH,,,1563683881,,,,,90.0,89.01,9.17,13.93,120.95,70.0
Labuhan,ID,,,1563683883,,,,,13.0,91.76,2.01,-2.54,115.51,50.0
Hamilton,CA,,,1563683630,,,,,90.0,73.99,8.05,43.26,-79.87,100.0
Vardo,US,,,1563683887,,,,,1.0,84.2,1.95,39.62,-77.74,74.0
Narsaq,GL,,,1563683890,,,,,100.0,48.2,2.24,60.91,-46.05,87.0
Thinadhoo,MV,,,1563683891,,,,,48.0,83.84,13.2,0.53,72.93,75.0
Voyvozh,RU,,,1563683891,,,,,75.0,73.22,4.74,62.89,54.96,48.0
Tuatapere,NZ,,,1563683896,,,,,50.0,51.01,3.0,-46.13,167.69,97.0
Mets Masrik,AM,,,1563683896,,,,,0.0,66.2,4.85,40.22,45.77,68.0
Beitbridge,ZA,,,1563683897,,,,,2.0,52.88,13.11,-22.21,29.99,64.0
Phangnga,TH,,,1563683901,,,,,40.0,89.6,8.05,8.45,98.53,66.0
Saint-Joseph,FR,,,1563683902,,,,,0.0,70.0,3.36,43.56,6.97,88.0
Amga,RU,,,1563683906,,,,,0.0,71.24,4.79,60.89,131.98,28.0
Puerto Carreno,CO,,,1563683771,,,,,89.0,74.66,4.38,6.19,-67.49,91.0
Gayny,RU,,,1563683907,,,,,0.0,74.66,3.76,60.3,54.33,55.0
Uruzgan,AF,,,1563683907,,,,,0.0,81.86,4.85,32.93,66.63,11.0
Batemans Bay,AU,,,1563683910,,,,,0.0,70.0,1.99,-35.71,150.18,49.0
Leshukonskoye,RU,,,1563683911,,,,,100.0,49.1,6.8,64.9,45.76,89.0
Brusturoasa,RO,,,1563683912,,,,,0.0,66.2,2.42,46.52,26.18,88.0
Kavieng,PG,,,1563683912,,,,,100.0,83.3,11.7,-2.57,150.8,77.0
Petauke,ZM,,,1563683916,,,,,0.0,69.62,3.24,-14.25,31.33,27.0
Camopi,GF,,,1563683917,,,,,4.0,69.26,1.99,3.17,-52.33,99.0
Tautira,PF,,,1563683917,,,,,20.0,77.0,3.36,-17.73,-149.15,65.0
Simao,CN,,,1563683917,,,,,97.0,84.74,2.66,22.76,100.79,57.0
Bogale,MM,,,1563683921,,,,,100.0,90.14,6.76,16.29,95.4,59.0
Alofi,NU,,,1563683921,,,,,92.0,77.0,9.17,-19.06,-169.92,94.0
Wanxian,CN,,,1563683923,,,,,100.0,87.98,4.18,30.8,108.39,66.0
Umm Kaddadah,SD,,,1563683924,,,,,99.0,79.88,6.78,13.6,26.69,54.0
El Vigia,MX,,,1563683924,,,,,54.0,86.0,6.08,26.85,-109.72,74.0
Young,UY,,,1563683925,,,,,72.0,70.0,4.0,-32.7,-57.63,76.0
Gamba,CN,,,1563683925,,,,,12.0,57.92,3.83,28.28,88.52,35.0
Bouca,CF,,,1563683926,,,,,49.0,70.52,1.79,6.51,18.28,94.0
Umea,SE,,,1563683927,,,,,25.0,55.4,2.24,63.83,20.26,82.0
Chulman,RU,,,1563683928,,,,,100.0,68.9,6.04,56.84,124.9,49.0
Ostersund,SE,,,1563683931,,,,,100.0,59.0,9.17,63.18,14.64,87.0
Barpali,IN,,,1563683934,,,,,10.0,92.3,6.6,21.2,83.58,55.0
Sanming,CN,,,1563683935,,,,,21.0,89.42,4.05,26.24,117.6,60.0
Mandapam,IN,,,1563683935,,,,,100.0,87.98,9.08,9.28,79.12,59.0
Skovorodino,RU,,,1563683935,,,,,100.0,65.84,11.16,53.99,123.94,83.0
Udachnyy,RU,,,1563683936,,,,,0.0,71.6,4.47,66.42,112.4,24.0
Gigmoto,PH,,,1563683940,,,,,100.0,84.56,6.71,13.78,124.39,74.0
Abu Kamal,SY,,,1563683941,,,,,0.0,86.9,17.58,34.45,40.92,33.0
Vangaindrano,MG,,,1563683941,,,,,0.0,65.84,5.44,-23.35,47.6,63.0
Strelka,RU,,,1563683941,,,,,87.0,63.68,5.14,58.08,93.03,52.0
Bilibino,RU,,,1563683942,,,,,87.0,46.58,8.14,68.06,166.44,47.0
Jackville,CI,,,1563683943,,,,,75.0,75.2,5.82,5.21,-4.42,100.0
Mindif,CM,,,1563683946,,,,,100.0,75.2,3.56,10.4,14.44,79.0
Adrar,DZ,,,1563683947,,,,,0.0,93.2,8.05,27.87,-0.29,10.0
Kysyl-Syr,RU,,,1563683947,,,,,14.0,75.2,3.29,63.9,122.77,33.0
Punahana,IN,,,1563683948,,,,,97.0,98.78,6.49,27.87,77.2,37.0
Fomboni,KM,,,1563683948,,,,,0.0,76.64,11.23,-12.28,43.74,74.0
Tiznit,MA,,,1563683948,,,,,21.0,66.56,1.74,29.7,-9.73,95.0
Mulege,MX,,,1563683949,,,,,26.0,83.48,6.22,26.88,-111.98,69.0
Amapa,HN,,,1563683951,,,,,90.0,73.99,3.36,15.09,-87.97,94.0
Kastamonu,TR,,,1563683955,,,,,0.0,64.22,3.15,41.38,33.78,46.0
Songea,TZ,,,1563683955,,,,,5.0,53.6,4.7,-10.68,35.65,93.0
Pochutla,MX,,,1563683956,,,,,65.0,80.01,5.55,15.74,-96.47,79.0
Budogoshch,RU,,,1563683961,,,,,91.0,66.56,3.22,59.29,32.45,63.0
Kamenka,MD,,,1563683961,,,,,0.0,74.12,3.49,48.03,28.7,55.0
Ulagan,RU,,,1563683961,,,,,6.0,66.56,5.86,50.63,87.96,35.0
Flagstaff,US,,,1563683833,,,,,1.0,73.99,5.82,35.2,-111.65,19.0
Manaus,BR,,,1563683967,,,,,0.0,80.6,2.24,-3.13,-59.98,78.0
Coihaique,CL,,,1563683967,,,,,0.0,30.2,4.7,-45.58,-72.07,92.0
Puerto Escondido,MX,,,1563683971,,,,,100.0,78.62,4.05,15.86,-97.07,81.0
Sao Jose da Coroa Grande,BR,,,1563683971,,,,,75.0,69.62,4.41,-8.9,-35.15,96.0
Anadyr,RU,,,1563683973,,,,,75.0,59.0,8.95,64.73,177.51,93.0
Westport,US,,,1563683834,,,,,1.0,84.2,5.82,41.14,-73.36,78.0
Constitucion,MX,,,1563683975,,,,,100.0,62.01,8.99,23.99,-104.67,77.0
Flin Flon,CA,,,1563683976,,,,,20.0,54.86,0.65,54.77,-101.88,59.0
Krasnyy Yar,RU,,,1563683976,,,,,0.0,74.12,8.52,50.7,44.73,55.0
Buala,SB,,,1563683978,,,,,66.0,81.68,10.83,-8.15,159.59,78.0
Vieques,PR,,,1563683978,,,,,40.0,82.4,8.05,18.43,-65.83,78.0
Neuquen,AR,,,1563683981,,,,,0.0,53.6,14.99,-38.95,-68.06,54.0
Corpus Christi,US,,,1563683950,,,,,75.0,84.2,12.75,27.8,-97.4,83.0
Port Lincoln,AU,,,1563683982,,,,,5.0,58.82,27.54,-34.72,135.86,76.0
Muisne,EC,,,1563683982,,,,,99.0,74.3,16.78,0.61,-80.02,90.0
Misasi,TZ,,,1563683984,,,,,20.0,66.2,5.37,-3.01,33.09,93.0
Balkanabat,TM,,,1563683984,,,,,0.0,89.06,12.91,39.51,54.36,50.0
Kenai,US,,,1563683985,,,,,1.0,66.0,10.29,60.55,-151.26,77.0
Nanakuli,US,,,1563683985,,,,,1.0,84.2,12.75,21.39,-158.15,65.0
Praya,ID,,,1563683707,,,,,40.0,84.2,13.87,-8.71,116.27,62.0
Rawson,AR,,,1563683986,,,,,100.0,41.54,13.2,-43.3,-65.11,87.0
Tulun,RU,,,1563683987,,,,,68.0,70.7,3.4,54.56,100.58,60.0
Marfino,RU,,,1563683990,,,,,75.0,64.4,11.18,56.07,37.56,93.0
Flinders,AU,,,1563683992,,,,,0.0,73.0,20.8,-34.58,150.85,22.0
Havoysund,NO,,,1563684000,,,,,54.0,57.2,4.7,71.0,24.66,76.0
Ayan,IR,,,1563684001,,,,,0.0,73.4,12.97,38.23,44.7,30.0
Ahuimanu,US,,,1563684005,,,,,20.0,84.2,13.87,21.44,-157.84,88.0
Patiala,IN,,,1563684006,,,,,0.0,98.06,7.83,30.33,76.41,42.0
Basco,US,,,1563684006,,,,,75.0,80.01,3.36,40.33,-91.2,94.0
Rancho Palos Verdes,US,,,1563684007,,,,,1.0,71.01,6.93,33.75,-118.37,72.0
Iralaya,HN,,,1563684012,,,,,89.0,77.72,3.33,15.0,-83.23,93.0
Yanam,IN,,,1563684015,,,,,40.0,87.8,2.24,16.73,82.22,70.0
Syumsi,RU,,,1563684016,,,,,22.0,64.94,4.88,57.11,51.61,84.0
Padang,ID,,,1563684017,,,,,100.0,82.58,5.73,-0.92,100.36,72.0
Lamu,CN,,,1563684018,,,,,100.0,55.76,3.91,35.77,102.37,76.0
Leh,IN,,,1563684018,,,,,20.0,52.16,2.15,34.16,77.58,21.0
Brenham,US,,,1563684018,,,,,1.0,84.2,6.93,30.17,-96.4,74.0
Oistins,BB,,,1563683735,,,,,20.0,80.6,14.99,13.07,-59.53,78.0
Meulaboh,ID,,,1563684019,,,,,100.0,80.6,5.28,4.14,96.13,77.0
Marrakesh,MA,,,1563684019,,,,,0.0,68.0,6.93,31.63,-7.99,82.0
Esperance,AU,,,1563684019,,,,,90.0,62.6,28.86,-33.86,121.89,55.0
Kingaroy,AU,,,1563684020,,,,,0.0,69.8,8.05,-26.54,151.84,35.0
Ketchikan,US,,,1563684020,,,,,75.0,62.6,3.36,55.34,-131.65,67.0
Hualmay,PE,,,1563684020,,,,,41.0,61.52,11.16,-11.1,-77.61,87.0
Victoria Point,AU,,,1563684020,,,,,20.0,73.4,10.29,-27.58,153.3,52.0
Impfondo,CD,,,1563684021,,,,,96.0,71.78,1.72,1.62,18.06,93.0
Taoudenni,ML,,,1563684021,,,,,55.0,90.32,6.13,22.68,-3.98,37.0
Imperia,IT,,,1563684022,,,,,5.0,73.4,2.24,43.88,8.02,94.0
Gushikawa,JP,,,1563684022,,,,,75.0,89.6,12.75,26.35,127.87,70.0
Alice Springs,AU,,,1563684023,,,,,0.0,69.8,10.29,-23.7,133.88,30.0
Rumoi,JP,,,1563684023,,,,,40.0,84.2,9.17,43.93,141.67,51.0
Cap Malheureux,MU,,,1563684024,,,,,20.0,72.0,4.7,-19.98,57.61,93.0
Kayerkan,RU,,,1563684026,,,,,0.0,73.4,15.66,69.35,87.76,33.0
Cabedelo,BR,,,1563684027,,,,,20.0,71.6,4.7,-6.97,-34.84,100.0
Wajir,KE,,,1563684027,,,,,40.0,73.4,5.82,1.75,40.07,78.0
Beloha,MG,,,1563684028,,,,,61.0,65.12,15.35,-25.17,45.06,64.0
Iranshahr,IR,,,1563684028,,,,,0.0,96.8,6.26,27.21,60.69,39.0
Baherden,TM,,,1563684028,,,,,0.0,87.8,5.86,38.44,57.43,35.0
Estelle,FR,,,1563684029,,,,,90.0,71.6,1.01,43.97,3.47,94.0
Khorramshahr,IR,,,1563684029,,,,,0.0,89.6,4.7,30.43,48.18,29.0
Pasighat,IN,,,1563684030,,,,,41.0,79.7,3.69,28.06,95.33,88.0
Bull Savanna,JM,,,1563684030,,,,,9.0,81.86,6.53,17.89,-77.59,78.0
Arcata,US,,,1563683764,,,,,90.0,59.0,16.46,40.87,-124.08,93.0
Simplicio Mendes,BR,,,1563684031,,,,,0.0,69.26,7.54,-7.85,-41.91,69.0
Teahupoo,PF,,,1563684031,,,,,20.0,77.0,3.36,-17.83,-149.27,65.0
Timbuktu,ML,,,1563684031,,,,,84.0,90.14,13.0,16.77,-3.01,46.0
Toamasina,MG,,,1563684032,,,,,20.0,66.2,1.61,-18.17,49.38,100.0
Marzuq,YE,,,1563684060,,,,,39.0,88.16,1.14,14.4,46.47,19.0
Haines Junction,CA,,,1563684061,,,,,82.0,50.54,4.94,60.75,-137.51,81.0
Pozo Colorado,PY,,,1563684063,,,,,69.0,75.56,9.55,-23.49,-58.8,51.0
